,ACALD,ACALDt,ACKr,ACONTa,ACONTb,ACt2r,ADK1,AKGDH,AKGt2r,ALCD2x,ATPM,ATPS4r,BIOMASS_Ecoli_core_w_GAM,CO2t,CS,CYTBD,D_LACt2,ENO,ETOHt2r,EX_ac_e,EX_acald_e,EX_akg_e,EX_co2_e,EX_etoh_e,EX_for_e,EX_fru_e,EX_fum_e,EX_glc__D_e,EX_gln__L_e,EX_glu__L_e,EX_h_e,EX_h2o_e,EX_lac__D_e,EX_mal__L_e,EX_nh4_e,EX_o2_e,EX_pi_e,EX_pyr_e,EX_succ_e,FBA,FBP,FORt2,FORt,FRD7,FRUpts2,FUM,FUMt2_2,G6PDH2r,GAPD,GLCpts,GLNS,GLNabc,GLUDy,GLUN,GLUSy,GLUt2r,GND,H2Ot,ICDHyr,ICL,LDH_D,MALS,MALt2_2,MDH,ME1,ME2,NADH16,NADTRHD,NH4t,O2t,PDH,PFK,PFL,PGI,PGK,PGL,PGM,PIt2r,PPC,PPCK,PPS,PTAr,PYK,PYRt2,RPE,RPI,SUCCt2_2,SUCCt3,SUCDi,SUCOAS,TALA,THD2,TKT1,TKT2,TPI,EDD,EDA,PRK,RBC,EX_6pgc_e,EX_r5p_e,EX_xu5p__D_e,EX_2pg_e,EX_dhap_e,EX_redox_e,6pgc_t,r5p_t,xu5p__D_t,2pg_t,dhap_t,fraction_of_optimum,overflow_allowed,atp_maintenance_lb,rub_pct_3pg_prod,pgk_pct_3pg_prod,pgm_pct_3pg_cons,ser_pct_3pg_cons
fluxes,-99.23687936706008,-99.2368793670601,-219.16716232784637,122.60318075126136,122.60318075126136,-219.16716232784637,0.0,80.60714144096792,0.0,0.0,200.0,905.794840433354,38.92486728176239,-594.6194787479756,122.60318075126136,1000.0,0.0,828.9052023691146,1.4210854715202004e-14,219.16716232784637,99.2368793670601,0.0,594.6194787479756,-1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-84.46780194036322,0.0,0.0,-212.24951631399395,-500.0,819.4386746461901,0.0,0.0,-94.67695468943066,94.67695468943066,0.0,0.0,0.0,0.0,80.60714144096792,0.0,0.0,719.2616362098463,0.0,9.953088563946642,0.0,-202.29642775004731,0.0,0.0,0.0,0.0,84.46780194036322,122.60318075126136,0.0,0.0,0.0,0.0,80.60714144096792,0.0,0.0,919.3928585590321,0.0,212.24951631399395,500.0,586.889840044757,0.0,0.0,-7.9795977927612896,-719.2616362098463,0.0,-828.9052023691146,-819.4386746461901,111.54309968261828,0.0,0.0,219.16716232784637,697.1562040805335,0.0,-83.93758380639242,0.0,0.0,0.0,80.60714144096792,-80.60714144096792,-34.9428533588381,586.8025254588582,-34.9428533588381,-48.994730447554325,867.9546292261787,0.0,0.0,83.93758380639242,83.93758380639242,0.0,0.0,0.0,0.0,-962.6315839156093,0.0,0.0,0.0,0.0,0.0,962.6315839156093,0.9700000000000002,True,200,18.92325590477349,93.43600657727204,93.43600657727204,6.563993422727961
fluxes,-99.56618772768041,-99.56618772768057,-221.01893980849164,121.82305651307846,121.82305651307846,-221.01893980849164,0.0,79.92661255292798,0.0,0.0,210.0,907.345185814596,38.83255534354479,-594.6774110965121,121.82305651307846,1000.0,0.0,829.3862478142773,1.5631940186722204e-13,221.01893980849164,99.56618772768057,0.0,594.6774110965121,-1.5631940186722204e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-85.24621445599679,0.0,0.0,-211.74615777728104,-500.0,819.9421703547275,0.0,0.0,-94.452424362104,94.452424362104,0.0,0.0,0.0,0.0,79.92661255292798,0.0,0.0,720.0027059225804,0.0,9.929484401344402,0.0,-201.81667337593663,0.0,0.0,0.0,0.0,85.24621445599679,121.82305651307846,0.0,0.0,0.0,0.0,79.92661255292798,0.0,0.0,920.073387447072,0.0,211.74615777728104,500.0,587.9448349657875,0.0,0.0,-7.960673845426681,-720.0027059225804,0.0,-829.3862478142773,-819.9421703547275,111.27857059246196,0.0,0.0,221.01893980849164,697.9496977429812,0.0,-83.73852234281999,0.0,0.0,0.0,79.92661255292798,-79.92661255292798,-34.85998493190016,585.9002646230251,-34.85998493190016,-48.87853741091983,868.3430673349214,0.0,0.0,83.73852234281999,83.73852234281999,0.0,0.0,0.0,0.0,-962.7954916970255,0.0,0.0,0.0,0.0,0.0,962.7954916970255,0.9700000000000002,True,210,18.871083489044366,93.4541038537353,93.4541038537353,6.545896146264695
fluxes,-99.89549608829995,-99.89549608829992,-222.87071728913722,121.0429322748956,121.0429322748956,-222.87071728913722,0.0,79.24608366488816,0.0,0.0,220.0,908.8955311958384,38.74024340532714,-594.7353434450484,121.0429322748956,1000.0,0.0,829.8672932594393,-2.842170943040401e-14,222.87071728913722,99.89549608829992,0.0,594.7353434450484,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-86.02462697162697,0.0,0.0,-211.24279924056785,-500.0,820.4456660632637,0.0,0.0,-94.22789403477721,94.22789403477721,0.0,0.0,0.0,0.0,79.24608366488816,0.0,0.0,720.7437756353138,0.0,9.90588023874215,0.0,-201.3369190018257,0.0,0.0,0.0,0.0,86.02462697162697,121.0429322748956,0.0,0.0,0.0,0.0,79.24608366488816,0.0,0.0,920.7539163351119,0.0,211.24279924056785,500.0,588.9998298868177,0.0,0.0,-7.9417498980920636,-720.7437756353138,0.0,-829.8672932594393,-820.4456660632637,111.01404150230553,0.0,0.0,222.87071728913722,698.7431914054284,0.0,-83.53946087924746,0.0,0.0,0.0,79.24608366488816,-79.24608366488816,-34.77711650496218,584.9980037871916,-34.77711650496218,-48.76234437428528,868.7315054436634,0.0,0.0,83.53946087924746,83.53946087924746,0.0,0.0,0.0,0.0,-962.9593994784407,0.0,0.0,0.0,0.0,0.0,962.9593994784407,0.9700000000000002,True,220,18.818951379476193,93.47218714902235,93.47218714902235,6.527812850977654
fluxes,-100.22480444891906,-100.22480444891926,-224.72249476978303,120.26280803671261,120.26280803671261,-224.72249476978303,0.0,78.56555477684817,0.0,0.0,230.0,910.4458765770808,38.64793146710951,-594.7932757935846,120.26280803671261,1000.0,0.0,830.3483387046011,1.9895196601282805e-13,224.72249476978303,100.22480444891926,0.0,594.7932757935846,-1.9895196601282805e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-86.80303948725823,0.0,0.0,-210.7394407038547,-500.0,820.9491617718004,0.0,0.0,-94.00336370745046,94.00336370745046,0.0,0.0,0.0,0.0,78.56555477684817,0.0,0.0,721.4848453480471,0.0,9.8822760761399,0.0,-200.8571646277148,0.0,0.0,0.0,0.0,86.80303948725823,120.26280803671261,0.0,0.0,0.0,0.0,78.56555477684817,0.0,0.0,921.4344452231518,0.0,210.7394407038547,500.0,590.0548248078478,0.0,0.0,-7.922825950757448,-721.4848453480471,0.0,-830.3483387046011,-820.9491617718004,110.74951241214899,0.0,0.0,224.72249476978303,699.5366850678756,0.0,-83.34039941567495,0.0,0.0,0.0,78.56555477684817,-78.56555477684817,-34.69424807802421,584.095742951358,-34.69424807802421,-48.64615133765074,869.1199435524054,0.0,0.0,83.34039941567495,83.34039941567495,0.0,0.0,0.0,0.0,-963.1233072598559,0.0,0.0,0.0,0.0,0.0,963.1233072598559,0.9700000000000002,True,230,18.766859529378813,93.49025647932882,93.49025647932882,6.509743520671179
fluxes,-100.55411280953882,-100.55411280953909,-226.5742722504286,119.4826837985297,119.4826837985297,-226.5742722504286,0.0,77.88502588880826,0.0,0.0,240.0,911.9962219583228,38.55561952889189,-594.8512081421212,119.4826837985297,1000.0,0.0,830.8293841497637,2.7000623958883807e-13,226.5742722504286,100.55411280953909,0.0,594.8512081421212,-2.7000623958883807e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-87.58145200289036,0.0,0.0,-210.2360821671417,-500.0,821.4526574803378,0.0,0.0,-93.77883338012374,93.77883338012374,0.0,0.0,0.0,0.0,77.88502588880826,0.0,0.0,722.225915060781,0.0,9.858671913537655,0.0,-200.37741025360404,0.0,0.0,0.0,0.0,87.58145200289036,119.4826837985297,0.0,0.0,0.0,0.0,77.88502588880826,0.0,0.0,922.1149741111917,0.0,210.2360821671417,500.0,591.1098197288783,0.0,0.0,-7.903902003422837,-722.225915060781,0.0,-830.8293841497637,-821.4526574803378,110.48498332199256,0.0,0.0,226.5742722504286,700.3301787303233,0.0,-83.14133795210248,0.0,0.0,0.0,77.88502588880826,-77.88502588880826,-34.61137965108625,583.1934821155248,-34.61137965108625,-48.52995830101623,869.508381661148,0.0,0.0,83.14133795210248,83.14133795210248,0.0,0.0,0.0,0.0,-963.2872150412717,0.0,0.0,0.0,0.0,0.0,963.2872150412717,0.9700000000000002,True,240,18.714807892134132,93.5083118608253,93.5083118608253,6.491688139174698
fluxes,-100.8834211701598,-100.88342117016006,-228.4260497310741,118.70255956034666,118.70255956034666,-228.4260497310741,0.0,77.20449700076819,0.0,0.0,250.0,913.5465673395652,38.463307590674276,-594.9091404906585,118.70255956034666,1000.0,0.0,831.310429594927,2.5579538487363607e-13,228.4260497310741,100.88342117016006,0.0,594.9091404906585,-2.5579538487363607e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-88.35986451852108,0.0,0.0,-209.7327236304287,-500.0,821.9561531888751,0.0,0.0,-93.55430305279705,93.55430305279705,0.0,0.0,0.0,0.0,77.20449700076819,0.0,0.0,722.9669847735157,0.0,9.835067750935412,0.0,-199.89765587949327,0.0,0.0,0.0,0.0,88.35986451852108,118.70255956034666,0.0,0.0,0.0,0.0,77.20449700076819,0.0,0.0,922.7955029992318,0.0,209.7327236304287,500.0,592.1648146499098,0.0,0.0,-7.884978056088226,-722.9669847735157,0.0,-831.310429594927,-821.9561531888751,110.22045423183613,0.0,0.0,228.4260497310741,701.1236723927718,0.0,-82.94227648853001,0.0,0.0,0.0,77.20449700076819,-77.20449700076819,-34.528511224148296,582.2912212796921,-34.528511224148296,-48.413765264381716,869.8968197698914,0.0,0.0,82.94227648853001,82.94227648853001,0.0,0.0,0.0,0.0,-963.4511228226885,0.0,0.0,0.0,0.0,0.0,963.4511228226885,0.9700000000000002,True,250,18.662796421195996,93.52635330965748,93.52635330965748,6.47364669034252
fluxes,-101.2127295307802,-101.21272953078022,-230.27782721171894,117.92243532216395,117.92243532216395,-230.27782721171894,0.0,76.52396811272847,0.0,0.0,260.0,915.0969127208074,38.370995652456656,-594.9670728391955,117.92243532216395,1000.0,0.0,831.7914750400894,2.842170943040401e-14,230.27782721171894,101.21272953078022,0.0,594.9670728391955,-2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-89.13827703415363,0.0,0.0,-209.22936509371564,-500.0,822.4596488974126,0.0,0.0,-93.32977272547033,93.32977272547033,0.0,0.0,0.0,0.0,76.52396811272847,0.0,0.0,723.7080544862495,0.0,9.811463588333167,0.0,-199.41790150538247,0.0,0.0,0.0,0.0,89.13827703415363,117.92243532216395,0.0,0.0,0.0,0.0,76.52396811272847,0.0,0.0,923.4760318872716,0.0,209.22936509371564,500.0,593.2198095709402,0.0,0.0,-7.866054108753614,-723.7080544862495,0.0,-831.7914750400894,-822.4596488974126,109.9559251416797,0.0,0.0,230.27782721171894,701.9171660552195,0.0,-82.74321502495754,0.0,0.0,0.0,76.52396811272847,-76.52396811272847,-34.44564279721034,581.3889604438588,-34.44564279721034,-48.297572227747196,870.285257878634,0.0,0.0,82.74321502495754,82.74321502495754,0.0,0.0,0.0,0.0,-963.6150306041043,0.0,0.0,0.0,0.0,0.0,963.6150306041043,0.9700000000000002,True,260,18.610825070090115,93.54438084194612,93.54438084194612,6.455619158053878
fluxes,-101.5420378914018,-101.542037891402,-232.12960469236427,117.14231108398084,117.14231108398084,-232.12960469236427,0.0,75.84343922468828,0.0,0.0,270.0,916.6472581020492,38.278683714239094,-595.0250051877323,117.14231108398084,1000.0,0.0,832.2725204852536,1.9895196601282805e-13,232.12960469236427,101.542037891402,0.0,595.0250051877323,-1.9895196601282805e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-89.9166895497872,0.0,0.0,-208.72600655700293,-500.0,822.9631446059507,0.0,0.0,-93.10524239814376,93.10524239814376,0.0,0.0,0.0,0.0,75.84343922468828,0.0,0.0,724.4491241989849,0.0,9.787859425730936,0.0,-198.938147131272,0.0,0.0,0.0,0.0,89.9166895497872,117.14231108398084,0.0,0.0,0.0,0.0,75.84343922468828,0.0,0.0,924.1565607753117,0.0,208.72600655700293,500.0,594.274804491972,0.0,0.0,-7.847130161419014,-724.4491241989849,0.0,-832.2725204852536,-822.9631446059507,109.69139605152361,0.0,0.0,232.12960469236427,702.7106597176685,0.0,-82.54415356138519,0.0,0.0,0.0,75.84343922468828,-75.84343922468828,-34.36277437027243,580.4866996080264,-34.36277437027243,-48.181379191112754,870.6736959873782,0.0,0.0,82.54415356138519,82.54415356138519,0.0,0.0,0.0,0.0,-963.778938385522,0.0,0.0,0.0,0.0,0.0,963.778938385522,0.9700000000000002,True,270,18.558893792413794,93.5623944737871,93.5623944737871,6.437605526212906
fluxes,-101.87134625202043,-101.87134625202053,-233.9813821730099,116.36218684579802,116.36218684579802,-233.9813821730099,0.0,75.16291033664852,0.0,0.0,280.0,918.1976034832917,38.18637177602141,-595.0829375362687,116.36218684579802,1000.0,0.0,832.7535659304148,9.947598300641403e-14,233.9813821730099,101.87134625202053,0.0,595.0829375362687,-9.947598300641403e-14,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-90.6951020654164,0.0,0.0,-208.2226480202895,-500.0,823.4666403144868,0.0,0.0,-92.88071207081688,92.88071207081688,0.0,0.0,0.0,0.0,75.16291033664852,0.0,0.0,725.1901939117176,0.0,9.764255263128675,0.0,-198.45839275716085,0.0,0.0,0.0,0.0,90.6951020654164,116.36218684579802,0.0,0.0,0.0,0.0,75.16291033664852,0.0,0.0,924.8370896633514,0.0,208.2226480202895,500.0,595.3297994130016,0.0,0.0,-7.828206214084388,-725.1901939117176,0.0,-832.7535659304148,-823.4666403144868,109.42686696136695,0.0,0.0,233.9813821730099,703.5041533801151,0.0,-82.34509209781257,0.0,0.0,0.0,75.16291033664852,-75.16291033664852,-34.27990594333442,579.5844387721924,-34.27990594333442,-48.065186154478155,871.0621340961194,0.0,0.0,82.34509209781257,82.34509209781257,0.0,0.0,0.0,0.0,-963.9428461669363,0.0,0.0,0.0,0.0,0.0,963.9428461669363,0.9700000000000002,True,280,18.507002541835934,93.58039422125151,93.58039422125151,6.41960577874849
fluxes,-102.20065461264204,-102.20065461264215,-235.8331596536548,115.58206260761509,115.58206260761509,-235.8331596536548,0.0,74.48238144860854,0.0,0.0,290.0,919.7479488645338,38.09405983780383,-595.1408698848059,115.58206260761509,1000.0,0.0,833.2346113755785,1.1368683772161603e-13,235.8331596536548,102.20065461264215,0.0,595.1408698848059,-1.1368683772161603e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-91.47351458104949,0.0,0.0,-207.71928948357672,-500.0,823.9701360230251,0.0,0.0,-92.65618174349027,92.65618174349027,0.0,0.0,0.0,0.0,74.48238144860854,0.0,0.0,725.9312636244526,0.0,9.74065110052644,0.0,-197.97863838305028,0.0,0.0,0.0,0.0,91.47351458104949,115.58206260761509,0.0,0.0,0.0,0.0,74.48238144860854,0.0,0.0,925.5176185513915,0.0,207.71928948357672,500.0,596.3847943340331,0.0,0.0,-7.809282266749785,-725.9312636244526,0.0,-833.2346113755785,-823.9701360230251,109.16233787121064,0.0,0.0,235.8331596536548,704.2976470425639,0.0,-82.14603063424019,0.0,0.0,0.0,74.48238144860854,-74.48238144860854,-34.197037516396506,578.6821779363597,-34.197037516396506,-47.94899311784369,871.4505722048633,0.0,0.0,82.14603063424019,82.14603063424019,0.0,0.0,0.0,0.0,-964.1067539483536,0.0,0.0,0.0,0.0,0.0,964.1067539483536,0.9700000000000002,True,290,18.45515127209678,93.59838010038564,93.59838010038564,6.40161989961436
fluxes,-102.52996297326206,-102.52996297326231,-237.68493713430038,114.80193836943212,114.80193836943212,-237.68493713430038,0.0,73.80185256056856,0.0,0.0,300.0,921.2982942457759,38.0017478995862,-595.1988022333427,114.80193836943212,1000.0,0.0,833.7156568207411,2.5579538487363607e-13,237.68493713430038,102.52996297326231,0.0,595.1988022333427,-2.5579538487363607e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-92.25192709668053,0.0,0.0,-207.2159309468636,-500.0,824.4736317315619,0.0,0.0,-92.43165141616352,92.43165141616352,0.0,0.0,0.0,0.0,73.80185256056856,0.0,0.0,726.6723333371867,0.0,9.71704693792419,0.0,-197.49888400893943,0.0,0.0,0.0,0.0,92.25192709668053,114.80193836943212,0.0,0.0,0.0,0.0,73.80185256056856,0.0,0.0,926.1981474394314,0.0,207.2159309468636,500.0,597.4397892550638,0.0,0.0,-7.79035831941517,-726.6723333371867,0.0,-833.7156568207411,-824.4736317315619,108.89780878105421,0.0,0.0,237.68493713430038,705.0911407050116,0.0,-81.94696917066769,0.0,0.0,0.0,73.80185256056856,-73.80185256056856,-34.114169089458535,577.7799171005265,-34.114169089458535,-47.83280008120916,871.839010313606,0.0,0.0,81.94696917066769,81.94696917066769,0.0,0.0,0.0,0.0,-964.2706617297695,0.0,0.0,0.0,0.0,0.0,964.2706617297695,0.9700000000000002,True,300,18.40333993700786,93.61635212721114,93.61635212721114,6.383647872788856
fluxes,-102.85927133388014,-102.85927133388036,-239.53671461494676,114.02181413124917,114.02181413124917,-239.53671461494676,0.0,73.12132367252865,0.0,0.0,310.0,922.8486396270181,37.90943596136855,-595.2567345818783,114.02181413124917,1000.0,0.0,834.1967022659022,2.1316282072803006e-13,239.53671461494676,102.85927133388036,0.0,595.2567345818783,-2.1316282072803006e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-93.03033961231176,0.0,0.0,-206.71257241015041,-500.0,824.9771274400978,0.0,0.0,-92.20712108883673,92.20712108883673,0.0,0.0,0.0,0.0,73.12132367252865,0.0,0.0,727.4134030499193,0.0,9.693442775321937,0.0,-197.0191296348285,0.0,0.0,0.0,0.0,93.03033961231176,114.02181413124917,0.0,0.0,0.0,0.0,73.12132367252865,0.0,0.0,926.8786763274713,0.0,206.71257241015041,500.0,598.4947841760933,0.0,0.0,-7.771434372080552,-727.4134030499193,0.0,-834.1967022659022,-824.9771274400978,108.63327969089767,0.0,0.0,239.53671461494676,705.8846343674581,0.0,-81.74790770709515,0.0,0.0,0.0,73.12132367252865,-73.12132367252865,-34.03130066252055,576.8776562646929,-34.03130066252055,-47.7166070445746,872.2274484223472,0.0,0.0,81.74790770709515,81.74790770709515,0.0,0.0,0.0,0.0,-964.4345695111839,0.0,0.0,0.0,0.0,0.0,964.4345695111839,0.9700000000000002,True,310,18.35156849045184,93.63431031772491,93.63431031772491,6.3656896822750895
fluxes,-103.18857969450028,-103.1885796945005,-241.38849209559214,113.24168989306628,113.24168989306628,-241.38849209559214,0.0,72.44079478448872,0.0,0.0,320.0,924.3989850082602,37.81712402315095,-595.3146669304149,113.24168989306628,1000.0,0.0,834.677747711065,2.2737367544323206e-13,241.38849209559214,103.1885796945005,0.0,595.3146669304149,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-93.80875212794454,0.0,0.0,-206.2092138734375,-500.0,825.4806231486348,0.0,0.0,-91.98259076151007,91.98259076151007,0.0,0.0,0.0,0.0,72.44079478448872,0.0,0.0,728.1544727626533,0.0,9.669838612719698,0.0,-196.5393752607178,0.0,0.0,0.0,0.0,93.80875212794454,113.24168989306628,0.0,0.0,0.0,0.0,72.44079478448872,0.0,0.0,927.5592052155113,0.0,206.2092138734375,500.0,599.5497790971239,0.0,0.0,-7.752510424745945,-728.1544727626533,0.0,-834.677747711065,-825.4806231486348,108.36875060074135,0.0,0.0,241.38849209559214,706.6781280299059,0.0,-81.54884624352272,0.0,0.0,0.0,72.44079478448872,-72.44079478448872,-33.948432235582615,575.9753954288597,-33.948432235582615,-47.60041400794011,872.6158865310899,0.0,0.0,81.54884624352272,81.54884624352272,0.0,0.0,0.0,0.0,-964.5984772926,0.0,0.0,0.0,0.0,0.0,964.5984772926,0.9700000000000002,True,320,18.299836886382316,93.6522546878993,93.6522546878993,6.347745312100699
fluxes,-103.51788805512174,-103.51788805512197,-243.2402695762371,112.4615656548833,112.4615656548833,-243.2402695762371,0.0,71.7602658964487,0.0,0.0,330.0,925.9493303895026,37.72481208493336,-595.3725992789518,112.4615656548833,1000.0,0.0,835.1587931562284,2.2737367544323206e-13,243.2402695762371,103.51788805512197,0.0,595.3725992789518,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-94.58716464357693,0.0,0.0,-205.70585533672462,-500.0,825.9841188571727,0.0,0.0,-91.75806043418342,91.75806043418342,0.0,0.0,0.0,0.0,71.7602658964487,0.0,0.0,728.8955424753881,0.0,9.64623445011746,0.0,-196.05962088660718,0.0,0.0,0.0,0.0,94.58716464357693,112.4615656548833,0.0,0.0,0.0,0.0,71.7602658964487,0.0,0.0,928.2397341035513,0.0,205.70585533672462,500.0,600.6047740181552,0.0,0.0,-7.733586477411339,-728.8955424753881,0.0,-835.1587931562284,-825.9841188571727,108.10422151058503,0.0,0.0,243.2402695762371,707.4716216923545,0.0,-81.3497847799503,0.0,0.0,0.0,71.7602658964487,-71.7602658964487,-33.86556380864468,575.0731345930267,-33.86556380864468,-47.484220971305625,873.0043246398335,0.0,0.0,81.3497847799503,81.3497847799503,0.0,0.0,0.0,0.0,-964.762385074017,0.0,0.0,0.0,0.0,0.0,964.762385074017,0.9700000000000002,True,330,18.248145078823747,93.67018525368198,93.67018525368198,6.329814746318021
fluxes,-103.84719641574185,-103.84719641574179,-245.09204705688225,111.68144141670055,111.68144141670055,-245.09204705688225,0.0,71.07973700840897,0.0,0.0,340.0,927.4996757707446,37.632500146715714,-595.430531627489,111.68144141670055,1000.0,0.0,835.6398386013908,-5.684341886080802e-14,245.09204705688225,103.84719641574179,0.0,595.430531627489,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-95.36557715920786,0.0,0.0,-205.20249680001143,-500.0,826.48761456571,0.0,0.0,-91.53353010685663,91.53353010685663,0.0,0.0,0.0,0.0,71.07973700840897,0.0,0.0,729.636612188122,0.0,9.622630287515207,0.0,-195.57986651249624,0.0,0.0,0.0,0.0,95.36557715920786,111.68144141670055,0.0,0.0,0.0,0.0,71.07973700840897,0.0,0.0,928.920262991591,0.0,205.20249680001143,500.0,601.6597689391858,0.0,0.0,-7.714662530076721,-729.636612188122,0.0,-835.6398386013908,-826.48761456571,107.8396924204286,0.0,0.0,245.09204705688225,708.2651153548021,0.0,-81.15072331637776,0.0,0.0,0.0,71.07973700840897,-71.07973700840897,-33.782695381706695,574.1708737571935,-33.782695381706695,-47.368027934671076,873.3927627485759,0.0,0.0,81.15072331637776,81.15072331637776,0.0,0.0,0.0,0.0,-964.9262928554326,0.0,0.0,0.0,0.0,0.0,964.9262928554326,0.9700000000000002,True,340,18.196493021871326,93.68810203099622,93.68810203099622,6.31189796900378
fluxes,-104.17650477636232,-104.17650477636244,-246.9438245375278,110.90131717851752,110.90131717851752,-246.9438245375278,0.0,70.39920812036891,0.0,0.0,350.0,929.0500211519867,37.54018820849811,-595.4884639760257,110.90131717851752,1000.0,0.0,836.1208840465539,1.1368683772161603e-13,246.9438245375278,104.17650477636244,0.0,595.4884639760257,-1.1368683772161603e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-96.14398967484006,0.0,0.0,-204.69913826329847,-500.0,826.991110274247,0.0,0.0,-91.30899977952996,91.30899977952996,0.0,0.0,0.0,0.0,70.39920812036891,0.0,0.0,730.3776819008564,0.0,9.599026124912966,0.0,-195.1001121383855,0.0,0.0,0.0,0.0,96.14398967484006,110.90131717851752,0.0,0.0,0.0,0.0,70.39920812036891,0.0,0.0,929.6007918796311,0.0,204.69913826329847,500.0,602.7147638602169,0.0,0.0,-7.695738582742112,-730.3776819008564,0.0,-836.1208840465539,-826.991110274247,107.57516333027218,0.0,0.0,246.9438245375278,709.0586090172503,0.0,-80.95166185280533,0.0,0.0,0.0,70.39920812036891,-70.39920812036891,-33.69982695476875,573.2686129213605,-33.69982695476875,-47.25183489803658,873.7812008573192,0.0,0.0,80.95166185280533,80.95166185280533,0.0,0.0,0.0,0.0,-965.0902006368491,0.0,0.0,0.0,0.0,0.0,965.0902006368491,0.9700000000000002,True,350,18.144880669690814,93.7060050357407,93.7060050357407,6.293994964259298
fluxes,-104.50581313698316,-104.5058131369834,-248.79560201817296,110.12119294033458,110.12119294033458,-248.79560201817296,0.0,69.71867923232894,0.0,0.0,360.0,930.6003665332288,37.44787627028051,-595.5463963245628,110.12119294033458,1000.0,0.0,836.6019294917171,2.4158453015843406e-13,248.79560201817296,104.5058131369834,0.0,595.5463963245628,-2.4158453015843406e-13,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-96.9224021904725,0.0,0.0,-204.19577972658556,-500.0,827.4946059827853,0.0,0.0,-91.0844694522033,91.0844694522033,0.0,0.0,0.0,0.0,69.71867923232894,0.0,0.0,731.1187516135909,0.0,9.575421962310726,0.0,-194.62035776427484,0.0,0.0,0.0,0.0,96.9224021904725,110.12119294033458,0.0,0.0,0.0,0.0,69.71867923232894,0.0,0.0,930.2813207676711,0.0,204.19577972658556,500.0,603.769758781248,0.0,0.0,-7.676814635407504,-731.1187516135909,0.0,-836.6019294917171,-827.4946059827853,107.31063424011586,0.0,0.0,248.79560201817296,709.8521026796986,0.0,-80.7526003892329,0.0,0.0,0.0,69.71867923232894,-69.71867923232894,-33.61695852783082,572.3663520855278,-33.61695852783082,-47.135641861402085,874.1696389660625,0.0,0.0,80.7526003892329,80.7526003892329,0.0,0.0,0.0,0.0,-965.2541084182658,0.0,0.0,0.0,0.0,0.0,965.2541084182658,0.9700000000000002,True,360,18.0933079765184,93.72389428378978,93.72389428378978,6.276105716210225
fluxes,-104.8351214976027,-104.83512149760276,-250.6473794988187,109.34106870215163,109.34106870215163,-250.6473794988187,0.0,69.03815034428901,0.0,0.0,370.0,932.1507119144712,37.35556433206286,-595.6043286730994,109.34106870215163,1000.0,0.0,837.0829749368792,5.684341886080802e-14,250.6473794988187,104.83512149760276,0.0,595.6043286730994,-5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-97.70081470610266,0.0,0.0,-203.6924211898724,-500.0,827.9981016913214,0.0,0.0,-90.8599391248765,90.8599391248765,0.0,0.0,0.0,0.0,69.03815034428901,0.0,0.0,731.8598213263244,0.0,9.551817799708473,0.0,-194.1406033901639,0.0,0.0,0.0,0.0,97.70081470610266,109.34106870215163,0.0,0.0,0.0,0.0,69.03815034428901,0.0,0.0,930.961849655711,0.0,203.6924211898724,500.0,604.8247537022784,0.0,0.0,-7.657890688072886,-731.8598213263244,0.0,-837.0829749368792,-827.9981016913214,107.04610514995932,0.0,0.0,250.6473794988187,710.6455963421461,0.0,-80.55353892566036,0.0,0.0,0.0,69.03815034428901,-69.03815034428901,-33.53409010089283,571.4640912496942,-33.53409010089283,-47.01944882476753,874.5580770748046,0.0,0.0,80.55353892566036,80.55353892566036,0.0,0.0,0.0,0.0,-965.4180161996811,0.0,0.0,0.0,0.0,0.0,965.4180161996811,0.9700000000000002,True,370,18.041774896660574,93.74176979099329,93.74176979099329,6.258230209006712
